psu,hh,idcode,hhid,q02,q03,q04,q05y,q05m,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,psu_hh_idcode
80,7,1,8007,1,1,19590721,53,1,1.0,1.0,2.0,0,1,2,-999.0,3.0,2.0,-999.0,-999.0,2,-999.0,2.0,2.0,57.0,-999.0,80_7_1
81,6,1,8106,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,81_6_1
81,7,1,8107,1,1,19500323,62,5,1.0,1.0,2.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,81_7_1
83,4,1,8304,1,1,19780723,34,1,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,83_4_1
83,8,1,8308,1,1,19470831,65,0,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,-999.0,-999.0,2,-999.0,2.0,2.0,-999.0,-999.0,83_8_1
84,3,1,8403,1,1,19540426,58,4,1.0,1.0,2.0,0,1,2,-999.0,3.0,2.0,-999.0,-999.0,2,-999.0,3.0,2.0,-999.0,-999.0,84_3_1
84,4,1,8404,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,84_4_1
84,8,1,8408,1,1,19740111,38,-999,-999.0,-999.0,-999.0,0,1,1,6.0,-999.0,-999.0,-999.0,-999.0,1,5.0,-999.0,-999.0,-999.0,-999.0,84_8_1
85,2,1,8502,1,1,19590501,53,-999,-999.0,-999.0,-999.0,0,1,1,5.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,85_2_1
85,4,1,8504,1,1,19820501,30,4,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,-999.0,2,-999.0,3.0,1.0,-999.0,67.0,85_4_1
87,1,1,8701,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,87_1_1
88,3,1,8803,1,1,19570602,55,3,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,88_3_1
88,4,1,8804,1,1,19570812,55,0,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,88_4_1
89,6,1,8906,1,1,19740323,38,5,1.0,-999.0,-999.0,0,1,2,-999.0,1.0,1.0,-999.0,-999.0,2,-999.0,2.0,1.0,-999.0,-999.0,89_6_1
90,2,1,9002,2,1,19620424,50,4,1.0,2.0,-999.0,0,1,2,-999.0,1.0,2.0,68.0,-999.0,2,-999.0,1.0,2.0,72.0,-999.0,90_2_1
90,5,1,9005,2,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,90_5_1
90,6,1,9006,1,1,19750529,37,3,1.0,-999.0,-999.0,0,1,2,-999.0,2.0,2.0,49.0,-999.0,2,-999.0,3.0,1.0,-999.0,-999.0,90_6_1
91,3,1,9103,1,1,19670901,45,0,1.0,1.0,2.0,0,1,2,-999.0,1.0,1.0,-999.0,78.0,2,-999.0,2.0,2.0,-999.0,-999.0,91_3_1
91,4,1,9104,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,91_4_1
92,1,1,9201,1,1,19711102,40,10,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,92_1_1
92,5,1,9205,1,1,19521020,59,10,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,-999.0,-999.0,2,-999.0,2.0,2.0,-999.0,-999.0,92_5_1
93,6,1,9306,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,93_6_1
95,2,1,9502,1,1,19710701,41,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,95_2_1
96,1,1,9601,1,1,19591127,52,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,96_1_1
96,10,1,9610,1,1,19490612,63,2,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,81.0,-999.0,2,-999.0,2.0,2.0,77.0,-999.0,96_10_1
97,1,1,9701,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,97_1_1
97,2,1,9702,1,1,19590212,53,7,1.0,1.0,2.0,0,1,2,-999.0,10.0,2.0,72.0,-999.0,2,-999.0,2.0,2.0,-999.0,-999.0,97_2_1
97,3,1,9703,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,97_3_1
97,7,1,9707,1,1,19710218,41,6,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,97_7_1
97,8,1,9708,1,1,19750622,37,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,97_8_1
99,1,1,9901,1,1,19630310,49,5,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,-999.0,-999.0,2,-999.0,1.0,2.0,-999.0,-999.0,99_1_1
100,2,1,10002,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,100_2_1
100,7,1,10007,1,1,19580509,54,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,100_7_1
101,5,1,10105,1,1,19700512,42,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,101_5_1
102,7,1,10207,1,1,19751029,36,10,1.0,-999.0,-999.0,0,1,2,-999.0,3.0,1.0,-999.0,-999.0,2,-999.0,2.0,1.0,-999.0,-999.0,102_7_1
102,8,1,10208,1,1,19730412,39,5,4.0,-999.0,-999.0,2,1,2,-999.0,2.0,1.0,-999.0,65.0,2,-999.0,1.0,1.0,-999.0,-999.0,102_8_1
103,7,1,10307,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,103_7_1
103,8,1,10308,2,1,19730324,39,5,4.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,103_8_1
104,2,1,10402,1,1,19570228,55,6,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,104_2_1
104,4,1,10404,1,1,19500503,62,4,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,104_4_1
104,7,1,10407,1,1,19620510,50,3,1.0,1.0,2.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,104_7_1
105,1,1,10501,1,1,19710410,41,4,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,105_1_1
106,10,1,10610,1,1,19760727,36,1,1.0,-999.0,-999.0,1,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,106_10_1
107,5,2,10705,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,107_5_2
107,7,1,10707,1,1,19680518,44,3,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,-999.0,2,-999.0,2.0,1.0,-999.0,-999.0,107_7_1
107,8,2,10708,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,107_8_2
108,7,1,10807,1,1,19280116,84,7,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,108_7_1
108,10,2,10810,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,108_10_2
109,8,1,10908,2,1,19460910,66,0,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,-999.0,-999.0,2,-999.0,1.0,2.0,-999.0,-999.0,109_8_1
110,1,1,11001,2,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,110_1_1
110,5,2,11005,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,110_5_2
110,8,1,11008,1,1,19390911,73,0,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,110_8_1
112,11,1,11211,1,1,19610401,51,5,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,112_11_1
112,12,1,11212,1,1,19390523,73,3,1.0,1.0,2.0,0,1,2,-999.0,3.0,2.0,-999.0,-999.0,2,-999.0,3.0,2.0,-999.0,-999.0,112_12_1
113,5,1,11305,2,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,113_5_1
113,7,1,11307,1,1,19590701,53,2,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,113_7_1
115,7,1,11507,1,1,19770825,35,0,1.0,-999.0,-999.0,0,1,2,-999.0,3.0,1.0,-999.0,-999.0,2,-999.0,3.0,2.0,49.0,-999.0,115_7_1
115,11,1,11511,2,1,19810412,31,5,4.0,-999.0,-999.0,0,1,2,-999.0,3.0,1.0,-999.0,55.0,2,-999.0,4.0,1.0,-999.0,55.0,115_11_1
115,12,1,11512,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,115_12_1
116,3,1,11603,1,1,19700421,42,5,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,116_3_1
116,8,1,11608,2,1,19670222,45,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,116_8_1
117,1,1,11701,1,1,19600907,52,0,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,-999.0,2,-999.0,3.0,2.0,70.0,-999.0,117_1_1
118,12,2,11812,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,118_12_2
119,3,2,11903,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,119_3_2
119,10,1,11910,1,1,19530328,59,5,1.0,1.0,-999.0,0,1,2,-999.0,1.0,2.0,-999.0,-999.0,2,-999.0,2.0,2.0,-999.0,-999.0,119_10_1
119,12,2,11912,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,119_12_2
120,2,1,12002,1,1,19530101,59,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,120_2_1
120,3,1,12003,1,1,19520312,60,5,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,70.0,-999.0,2,-999.0,2.0,2.0,60.0,-999.0,120_3_1
120,7,1,12007,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,120_7_1
120,10,1,12010,1,1,19370510,75,3,1.0,1.0,2.0,1,1,2,-999.0,2.0,2.0,35.0,-999.0,2,-999.0,2.0,2.0,46.0,-999.0,120_10_1
121,11,1,12111,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,121_11_1
122,5,2,12205,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,122_5_2
122,15,1,12215,1,1,19290621,83,3,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,122_15_1
123,7,1,12307,2,1,19740222,38,6,2.0,2.0,-999.0,0,1,2,-999.0,2.0,2.0,-999.0,-999.0,2,-999.0,2.0,2.0,-999.0,-999.0,123_7_1
124,1,1,12401,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,124_1_1
124,7,1,12407,2,1,19401009,71,11,4.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,124_7_1
124,10,1,12410,1,1,19700427,42,4,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,124_10_1
125,1,1,12501,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,125_1_1
125,4,1,12504,2,1,19540122,58,7,4.0,-999.0,-999.0,0,1,2,-999.0,2.0,2.0,-999.0,-999.0,2,-999.0,2.0,2.0,-999.0,-999.0,125_4_1
127,7,2,12707,2,1,19740105,38,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,2.0,2.0,-999.0,-999.0,127_7_2
127,12,1,12712,1,1,19720601,40,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,1.0,2.0,-999.0,-999.0,127_12_1
128,1,1,12801,1,1,19791103,32,10,1.0,1.0,2.0,6,1,2,-999.0,2.0,1.0,-999.0,75.0,2,-999.0,3.0,1.0,-999.0,75.0,128_1_1
128,7,1,12807,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,128_7_1
129,7,1,12907,1,1,19790719,33,1,1.0,-999.0,-999.0,0,1,1,8.0,-999.0,-999.0,-999.0,-999.0,1,7.0,-999.0,-999.0,-999.0,-999.0,129_7_1
131,9,2,13109,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,131_9_2
133,4,2,13304,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,133_4_2
133,5,2,13305,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,133_5_2
133,9,2,13309,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,133_9_2
133,10,2,13310,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,133_10_2
134,2,1,13402,1,1,19700326,42,5,1.0,1.0,-999.0,0,1,1,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,134_2_1
134,3,2,13403,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,134_3_2
134,6,2,13406,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,134_6_2
135,6,2,13506,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,135_6_2
135,7,2,13507,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,135_7_2
136,2,1,13602,1,1,19730710,39,2,1.0,-999.0,-999.0,0,1,1,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,136_2_1
136,3,3,13603,1,4,19700518,42,4,1.0,1.0,4.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,136_3_3
140,7,1,14007,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,140_7_1
141,1,1,14101,1,1,19420906,70,0,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,84.0,-999.0,2,-999.0,2.0,1.0,-999.0,-999.0,141_1_1
141,3,2,14103,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,141_3_2
143,6,1,14306,2,1,19610908,51,0,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,143_6_1
143,8,1,14308,2,1,19450215,67,6,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,1.0,-999.0,94.0,2,-999.0,1.0,2.0,70.0,-999.0,143_8_1
144,2,1,14402,2,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,144_2_1
144,6,1,14406,1,1,19450207,67,7,1.0,1.0,2.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,144_6_1
144,7,3,14407,1,4,19940923,17,11,5.0,-999.0,-999.0,0,1,1,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,144_7_3
144,11,1,14411,2,1,19410514,71,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,144_11_1
145,3,1,14503,1,1,19630218,49,-999,-999.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,145_3_1
145,4,1,14504,2,1,19520402,60,5,1.0,2.0,-999.0,12,1,2,-999.0,1.0,2.0,-999.0,-999.0,2,-999.0,1.0,2.0,-999.0,-999.0,145_4_1
145,6,2,14506,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,145_6_2
146,2,1,14602,2,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,146_2_1
146,8,1,14608,1,1,19740611,38,2,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,146_8_1
146,9,1,14609,1,1,19560401,56,5,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,146_9_1
147,2,1,14702,1,1,19530412,59,4,1.0,-999.0,-999.0,4,1,2,-999.0,1.0,1.0,-999.0,-999.0,2,-999.0,1.0,2.0,81.0,-999.0,147_2_1
149,1,2,14901,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,149_1_2
149,9,3,14909,1,4,19701104,41,10,5.0,-999.0,-999.0,0,1,1,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,149_9_3
151,3,2,15103,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,151_3_2
151,7,1,15107,1,1,19650205,47,7,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,151_7_1
152,9,1,15209,2,1,19380207,74,7,4.0,-999.0,-999.0,0,1,2,-999.0,2.0,2.0,-999.0,-999.0,2,-999.0,2.0,2.0,78.0,-999.0,152_9_1
153,2,1,15302,1,1,19620926,49,11,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,153_2_1
153,3,2,15303,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,153_3_2
156,4,1,15604,1,1,19470502,65,5,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,-999.0,2,-999.0,3.0,2.0,68.0,-999.0,156_4_1
157,1,2,15701,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,157_1_2
157,3,1,15703,1,1,19600701,52,2,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,157_3_1
157,7,2,15707,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,157_7_2
157,9,1,15709,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,157_9_1
158,1,1,15801,1,1,19831115,28,10,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,56.0,2,-999.0,4.0,2.0,58.0,-999.0,158_1_1
159,4,1,15904,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,159_4_1
160,4,1,16004,2,1,19620310,50,6,4.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,160_4_1
160,5,1,16005,1,1,19630720,49,1,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,160_5_1
161,3,1,16103,1,1,19290402,83,5,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,54.0,-999.0,2,-999.0,1.0,2.0,77.0,-999.0,161_3_1
162,4,1,16204,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,162_4_1
163,1,1,16301,1,1,19630320,49,6,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,78.0,-999.0,2,-999.0,2.0,2.0,86.0,-999.0,163_1_1
163,5,1,16305,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,163_5_1
164,3,1,16403,1,1,19570405,55,5,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,164_3_1
164,5,1,16405,1,1,19530103,59,8,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,164_5_1
164,8,3,16408,2,4,19910219,21,6,5.0,-999.0,-999.0,0,1,1,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,164_8_3
165,1,1,16501,1,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,165_1_1
165,3,1,16503,2,1,19781223,33,9,4.0,-999.0,-999.0,0,1,2,-999.0,3.0,1.0,-999.0,63.0,2,-999.0,3.0,1.0,-999.0,73.0,165_3_1
165,7,1,16507,2,1,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,165_7_1
166,5,1,16605,1,1,19510508,61,4,1.0,-999.0,-999.0,0,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,166_5_1
