psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,house_q02,house_q03,house_q04,house_q05y,house_q05m,house_q06,house_q07,house_q08,house_q09,house_q10,house_q11,house_q12,house_q13,house_q14,house_q15,house_q16,house_q17,house_q18,house_q19,house_q20,house_q21,house_q22,edu_q01,edu_q02,edu_q03,edu_q04,edu_q05,edu_q06,edu_q07,edu_q08,edu_q09,edu_q10,edu_q11,edu_q12,edu_q13,edu_q14,edu_q15,edu_q16,edu_q17,edu_q18,edu_q19,edu_q20,edu_q21,edu_q22,edu_q23,edu_q24,edu_q25,edu_q26,edu_q27,edu_q28,edu_q29,edu_q30,edu_q31,edu_q32,edu_q33,edu_q34,edu_q35,edu_q36,edu_q37,edu_q38,edu_q39,edu_q40,edu_q41,edu_q42,edu_q43,edu_q44,edu_q45,edu_q46,edu_q47,edu_q48,edu_q49,edu_q50,edu_q51,edu_q52,edu_q53,edu_q54,edu_q55,edu_q56,edu_q57,edu_q58,edu_q59,edu_q60,edu_q61,edu_q62,edu_q63,edu_q64,edu_q65,edu_q66
169_7_4,0,0,0,0,0,0,1,0,0,0,1.0,4.0,19890920.0,22.0,11.0,5.0,,,0.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,6.0,3.0,7.0,3.0,1.0,1.0,,,8.0,1.0,1.0,1.0,,,,,,6.0,3.0,1.0,0.0,,0.0,10.0,1.0,,,,2.0,720000.0,0.0,50000.0,0.0,10000.0,0.0,0.0,0.0,800000.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,2.0,,2.0,,2.0,,,2.0,,4.0
651_3_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19640225.0,48.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,,,,,2.0,,1.0,2.0,69.0,,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404_8_2,0,0,0,0,1,0,0,0,0,0,2.0,2.0,19650928.0,46.0,11.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,78.0,,2.0,,1.0,2.0,72.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585_8_2,0,0,0,0,1,0,0,0,0,0,2.0,2.0,19591223.0,52.0,8.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,76.0,,2.0,,2.0,2.0,70.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819_9_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19721016.0,39.0,11.0,1.0,2.0,,0.0,1.0,2.0,,5.0,1.0,,72.0,2.0,,9.0,2.0,75.0,,1.0,1.0,1.0,5.0,5.0,6.0,2.0,2.0,,,13.0,,,2.0,,,13.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405_2_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19450302.0,67.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,71.0,,2.0,,1.0,2.0,45.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724_4_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19600206.0,52.0,7.0,5.0,,,0.0,1.0,2.0,,2.0,2.0,61.0,,2.0,,2.0,1.0,,69.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_9_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19390407.0,73.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,89.0,,2.0,,2.0,2.0,90.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664_7_1,0,1,0,0,0,0,0,0,0,0,2.0,1.0,19301103.0,81.0,10.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,79.0,,2.0,,2.0,2.0,82.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412_5_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19400603.0,72.0,3.0,4.0,,,0.0,1.0,2.0,,2.0,2.0,60.0,,2.0,,1.0,2.0,70.0,,2.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,,,13.0,,,2.0,,,13.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460_3_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19760324.0,36.0,5.0,1.0,1.0,2.0,8.0,1.0,2.0,,3.0,1.0,,62.0,2.0,,2.0,1.0,,72.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,4.0,,,2.0,,,4.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302_3_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19560417.0,56.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,76.0,,2.0,,3.0,2.0,78.0,,1.0,1.0,1.0,6.0,4.0,9.0,2.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166_8_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19700303.0,42.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,79.0,,1.0,4.0,,,,,1.0,1.0,1.0,6.0,4.0,9.0,3.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776_5_2,0,0,0,0,0,0,1,0,0,0,2.0,2.0,19530901.0,59.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,55.0,,2.0,,3.0,2.0,64.0,,1.0,1.0,1.0,5.0,4.0,6.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683_8_1,0,0,0,1,0,0,0,0,0,0,2.0,1.0,19360324.0,76.0,6.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,97.0,,2.0,,1.0,2.0,89.0,,2.0,1.0,1.0,5.0,4.0,6.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556_2_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19700418.0,42.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,,,,,2.0,,2.0,2.0,68.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696_7_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19780122.0,34.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,5.0,2.0,68.0,,2.0,,5.0,2.0,67.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,4.0,,,2.0,,,4.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124_3_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19750505.0,37.0,4.0,5.0,,,0.0,1.0,2.0,,1.0,2.0,72.0,,2.0,,2.0,2.0,99.0,,1.0,1.0,1.0,4.0,2.0,5.0,0.0,2.0,,,13.0,,,2.0,,,13.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756_5_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19720511.0,40.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,68.0,2.0,,2.0,2.0,50.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,4.0,,,2.0,,,4.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808_4_2,0,0,0,0,0,0,1,0,0,0,2.0,2.0,19720404.0,40.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,,5.0,1.0,,63.0,2.0,,5.0,1.0,,69.0,1.0,1.0,1.0,6.0,4.0,9.0,1.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690_9_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19850603.0,27.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,47.0,2.0,,4.0,1.0,,58.0,1.0,1.0,1.0,6.0,5.0,9.0,3.0,2.0,,,13.0,,,2.0,,,13.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507_3_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19430401.0,69.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,82.0,,2.0,,1.0,2.0,70.0,,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436_9_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19460406.0,66.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,76.0,,2.0,,1.0,2.0,76.0,,2.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310_5_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19300502.0,82.0,3.0,4.0,,,0.0,1.0,2.0,,2.0,2.0,80.0,,2.0,,1.0,2.0,86.0,,2.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485_3_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19621016.0,49.0,10.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,,,,,2.0,,2.0,2.0,56.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150_10_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19650406.0,47.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,63.0,,2.0,,2.0,1.0,,77.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523_7_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19680516.0,44.0,4.0,4.0,,,0.0,1.0,2.0,,1.0,1.0,,70.0,2.0,,1.0,2.0,70.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,4.0,,,2.0,,,4.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190_8_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19540313.0,58.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,,,,,2.0,,2.0,2.0,35.0,,1.0,1.0,1.0,5.0,4.0,6.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691_5_2,0,0,0,0,0,0,1,0,0,0,2.0,2.0,19610521.0,51.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,3.0,1.0,,75.0,2.0,,3.0,1.0,,85.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225_12_1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,19611211.0,50.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,76.0,2.0,,2.0,2.0,70.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127_10_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19741009.0,37.0,11.0,2.0,2.0,,0.0,1.0,1.0,2.0,,,,,2.0,,7.0,2.0,60.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17_1_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19781006.0,33.0,10.0,2.0,2.0,,0.0,1.0,2.0,,3.0,2.0,60.0,,2.0,,6.0,1.0,,70.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171_7_1,0,0,0,0,0,0,1,0,0,0,2.0,1.0,19690713.0,43.0,2.0,5.0,,,0.0,1.0,2.0,,3.0,2.0,72.0,,2.0,,3.0,2.0,73.0,,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641_3_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19380618.0,74.0,2.0,4.0,,,0.0,1.0,2.0,,2.0,2.0,87.0,,2.0,,2.0,2.0,69.0,,2.0,2.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559_8_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19480101.0,64.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,80.0,,2.0,,2.0,2.0,76.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112_5_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19400423.0,72.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,5.0,2.0,67.0,,2.0,,5.0,2.0,78.0,,1.0,2.0,1.0,6.0,6.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350_3_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19340207.0,78.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,67.0,,2.0,,1.0,2.0,75.0,,1.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19600919.0,51.0,11.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,,,,,1.0,3.0,,,,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551_6_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19690925.0,42.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,78.0,2.0,,5.0,2.0,81.0,,1.0,1.0,1.0,1.0,8.0,2.0,3.0,2.0,,,2.0,,,2.0,,,2.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794_9_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19450301.0,67.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,67.0,,2.0,,1.0,2.0,77.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,2.0,,,2.0,,,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715_1_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19651126.0,46.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,,5.0,1.0,,78.0,2.0,,2.0,2.0,74.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407_4_2,0,1,0,0,0,0,0,0,0,0,2.0,2.0,19620517.0,50.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,58.0,,2.0,,1.0,2.0,69.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152_1_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19560107.0,56.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,76.0,2.0,,3.0,2.0,77.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484_9_2,0,0,0,0,0,0,0,0,1,0,2.0,2.0,19701102.0,41.0,10.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,62.0,2.0,,2.0,1.0,,62.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815_5_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19611220.0,50.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,,,,,2.0,,2.0,2.0,80.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509_3_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19730604.0,39.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,70.0,2.0,,3.0,2.0,68.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713_4_3,0,0,0,0,0,0,1,0,0,0,1.0,4.0,19810502.0,31.0,4.0,5.0,,,0.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155_8_2,0,0,0,0,1,0,0,0,0,0,2.0,2.0,19870120.0,25.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,48.0,2.0,,3.0,1.0,,53.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287_4_2,0,1,0,0,0,0,0,0,0,0,2.0,2.0,19480623.0,64.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,75.0,,2.0,,1.0,2.0,78.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343_7_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19410301.0,71.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,87.0,,2.0,,2.0,2.0,61.0,,1.0,1.0,1.0,1.0,7.0,2.0,0.0,2.0,,,2.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_4_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19700119.0,42.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,,2.0,1.0,,64.0,2.0,,2.0,1.0,,70.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574_3_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19560810.0,56.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,89.0,,2.0,,1.0,2.0,65.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130_5_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19590625.0,53.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,78.0,2.0,,4.0,1.0,,83.0,1.0,1.0,1.0,5.0,5.0,6.0,0.0,2.0,,,2.0,,,2.0,,,2.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154_6_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19370503.0,75.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,48.0,,2.0,,2.0,2.0,64.0,,2.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127_1_1,0,1,0,0,0,0,0,0,0,0,2.0,1.0,19700710.0,42.0,2.0,2.0,2.0,,0.0,1.0,2.0,,10.0,2.0,72.0,,2.0,,10.0,2.0,72.0,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479_6_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19410215.0,71.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,63.0,,2.0,,1.0,2.0,70.0,,2.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317_7_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19590818.0,53.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,54.0,,2.0,,2.0,2.0,64.0,,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,,,12.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537_7_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19640412.0,48.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,80.0,2.0,,1.0,2.0,80.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133_3_2,0,1,0,0,0,0,0,0,0,0,2.0,2.0,19700701.0,42.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,65.0,2.0,,3.0,1.0,,70.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618_8_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19630420.0,49.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,68.0,2.0,,1.0,2.0,70.0,,2.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36_2_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19550101.0,57.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,84.0,2.0,,2.0,2.0,86.0,,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131_5_1,0,0,0,0,0,1,0,0,0,0,2.0,1.0,19480505.0,64.0,4.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,70.0,,2.0,,2.0,2.0,77.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165_5_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19790809.0,33.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,43.0,,1.0,5.0,,,,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122_1_1,0,0,0,1,0,0,0,0,0,0,2.0,1.0,19450421.0,67.0,4.0,4.0,,,2.0,1.0,2.0,,1.0,2.0,83.0,,2.0,,1.0,2.0,74.0,,2.0,2.0,1.0,1.0,7.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298_7_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19570110.0,55.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,95.0,2.0,,2.0,2.0,68.0,,1.0,1.0,1.0,5.0,4.0,6.0,3.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
